,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M0(t=19),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M1(t=19),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M2(t=19),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M3(t=19),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M4(t=19)
call,0.000730173,0.00045626075,0.00067759905,0.0007020884,0.0010111149,0.0010155225,0.0007796039,0.0014307619,0.0016313449,0.0055282596,0.0013378828,0.0011205121,0.0017003142,0.0011919457,0.0013602267,0.0039848965,0.0027767569,0.002573649,0.00301325,0.0014064842,0.0011013913,0.010950147,0.0017665374,0.002602849,0.0038196915,0.0023087068,0.0038192882,0.00088627276,0.0009454196,0.0027406197,0.0019889663,0.0013531181,0.0016212005,0.0017140178,0.0009766073,0.0016765327,0.0023759678,0.0008113275,0.0014536568,0.0017821697,0.0017032296,0.00080956495,0.0029089605,0.00080053165,0.002523087,0.007019121,0.0014802858,0.0017723374,0.0019736758,0.0014172207,0.0015229802,0.0018256697,0.0016934419,0.0011692278,0.001974031,0.0021160736,0.0035629482,0.001262418,0.0040870444,0.0029336342,0.0021603948,0.004653392,0.003058243,0.0028441926,0.002945574,0.0036408687,0.0010445229,0.004075554,0.003805297,0.0034871486,0.003174066,0.00053043524,0.0017976058,0.0029117428,0.004400683,0.0016210825,0.0025572465,0.0023904317,0.0017354982,0.0023315684,0.0019472211,0.0021455756,0.0038507993,0.00096600584,0.001123612,0.0013874314,0.0030992187,0.0008610277,0.0029724243,0.00055431505,0.0017998053,0.0010113519,0.0033011248,0.0015273151,0.0012193675,0.002979457,0.0039938022,0.0026298752,0.0025611655,0.0050083376
families,0.0012416665,0.00074173894,0.0028286956,0.0016586069,0.0017384228,0.0006516722,0.0016918622,0.0046321885,0.0025281913,0.0010648274,0.0018659878,0.0021738678,0.0013297531,0.001902964,0.00074374524,0.0016087526,0.001165281,0.0012405289,0.006298718,0.001633126,0.0007018498,0.0026291315,0.0014545125,0.0045522046,0.001234185,0.0010981704,0.0015909197,0.003656117,0.001497072,0.002225002,0.003867114,0.0013414022,0.001253553,0.0015815598,0.0027238494,0.003051629,0.0021617597,0.005172405,0.0030631525,0.0015698033,0.0037646645,0.0025008323,0.003529836,0.0022686066,0.0029654044,0.0066294917,0.0015479543,0.0014068212,0.0010085795,0.0012560108,0.0009988848,0.0013238478,0.0017201252,0.0011910927,0.0013951228,0.0015613312,0.00088700536,0.0018783233,0.0009987494,0.0031858967,0.0018338717,0.0015777902,0.0017048726,0.0017686852,0.0017558376,0.0020959536,0.0021358465,0.0019446148,0.001648877,0.0020766677,0.0013430482,0.0009792472,0.0024983897,0.0023808703,0.0017964693,0.0017952435,0.0020502915,0.0013466936,0.0015503174,0.0026453093,0.0014062834,0.0013028639,0.001016492,0.0027093026,0.00108273,0.0021536192,0.0017256967,0.0033374724,0.007652803,0.0025400291,0.0018104856,0.0020181078,0.0026635535,0.002209004,0.0069238045,0.0013223597,0.0015501336,0.001660658,0.001307705,0.0024018402
supplies,0.0020241535,0.00233311,0.0022419156,0.0024856988,0.001037158,0.0015838271,0.0034065093,0.0027119867,0.0026525303,0.0022331919,0.0006186158,0.0035212857,0.0018332052,0.0010322444,0.0017819362,0.0011370411,0.0020635952,0.0036759109,0.0022120837,0.0017429208,0.00073084177,0.0024023121,0.0027724893,0.001395185,0.0007547198,0.0032995802,0.0033182655,0.0013403508,0.0023512084,0.0029837892,0.0015177656,0.0007563758,0.0012507786,0.0015600779,0.001564098,0.0018388559,0.0010530032,0.0010468273,0.0025926814,0.0010954561,0.0020290269,0.0018677288,0.0025476103,0.0055277552,0.0011047532,0.0062225265,0.0018841419,0.0011121941,0.003518375,0.0013015853,0.0024335,0.0010586103,0.000721748,0.002295658,0.0024019575,0.0014303655,0.0016253572,0.0015287535,0.00055127026,0.0034359896,0.0045473767,0.0014865556,0.0012150191,0.0010575339,0.0026183159,0.0022506567,0.0031766645,0.0022322908,0.0017306941,0.0010385002,0.0054371892,0.0015722164,0.0018521909,0.0007593275,0.0013797198,0.0019299032,0.0008213413,0.0018533916,0.00246758,0.002881249,0.0034376371,0.0013812403,0.0016116448,0.0014490958,0.0013245279,0.0014866603,0.0019432309,0.0020592748,0.0011537636,0.0014697154,0.0018494881,0.0008171794,0.001566229,0.0015671742,0.00097147346,0.0019393922,0.0036739998,0.0016108073,0.0012671938,0.0011562019
distancing,0.00083931646,0.0009605937,0.0015114332,0.0008827288,0.0014140304,0.0007421199,0.0024769919,0.0029023343,0.0022439437,0.0027253213,0.0020160992,0.0034230715,0.0014213591,0.003799002,0.0008336247,0.0012113715,0.0038614862,0.00096750725,0.0012903216,0.0012095069,0.00056923565,0.0019522527,0.002017451,0.005366713,0.0028460752,0.0010602163,0.0012609968,0.0051613683,0.0019017888,0.0009537259,0.0018185291,0.0018963765,0.0012260845,0.0032922316,0.0013294345,0.0012991569,0.00349728,0.0010450997,0.0025422117,0.0020025058,0.0017466914,0.0018374192,0.0019772144,0.0032664177,0.0022636729,0.0061439597,0.00075435685,0.0011000618,0.0010131843,0.0014353505,0.00058709667,0.004004007,0.001303305,0.0014764577,0.0043342216,0.0012842949,0.0010517386,0.003507791,0.0027791422,0.0012084534,0.001468251,0.0026362203,0.0011479957,0.00192126,0.0015291938,0.0016217763,0.0023245774,0.0012562944,0.0012508915,0.0023622252,0.0016490588,0.0017560064,0.0021824096,0.0030372697,0.0013886051,0.0021797349,0.00337778,0.0025387777,0.0015725779,0.0012212131,0.0020050844,0.0009884795,0.002502061,0.0026102038,0.0033152702,0.0012269849,0.0015831535,0.00072473765,0.0033447803,0.00391785,0.0015983065,0.0024027016,0.003000447,0.0023062616,0.001126573,0.001501312,0.0018656591,0.0021058768,0.0017218725,0.00091536733
development,0.0012749699,0.0020610748,0.0012126475,0.000692435,0.00094681734,0.0015879454,0.0026124532,0.00151324,0.0017693733,0.001985297,0.001320574,0.00038993428,0.0033585678,0.00070516433,0.003759191,0.0013296008,0.0004935679,0.002948882,0.001861023,0.0020214617,0.0011174605,0.0011912998,0.002386328,0.0011594959,0.0066924286,0.0015676212,0.0024734286,0.0015300616,0.0013050056,0.0029396683,0.003410388,0.0018842854,0.0018635436,0.002269651,0.0030249124,0.0016518264,0.002307134,0.0016208364,0.0025409737,0.0015487536,0.0026494006,0.0012919503,0.0013946838,0.0009066691,0.0016720197,0.0060431063,0.0023806538,0.00076853804,0.0017145186,0.0026934657,0.0014531437,0.0017826507,0.0008115635,0.0008089585,0.001942116,0.0013085186,0.001809446,0.0009549723,0.0016817471,0.0012702384,0.0038745669,0.001265222,0.00398115,0.002172456,0.0027093284,0.0050034598,0.0013302,0.0025903562,0.00481044,0.001979081,0.004943008,0.002079631,0.0015156458,0.0010742373,0.0021831363,0.002221109,0.001209824,0.0013409976,0.0021856418,0.0013870643,0.0016571156,0.00271492,0.0015160498,0.0023161503,0.002153429,0.0016514648,0.0020064795,0.0032901135,0.0013995226,0.0016772262,0.0022804383,0.0015008791,0.0013184784,0.0012345692,0.003469506,0.0018006184,0.0027023945,0.002148172,0.0017323493,0.0025655315
maximum,0.0013873259,0.0013704082,0.0021033604,0.0009770492,0.0013685349,0.0017021786,0.0009629769,0.0046492415,0.00069504965,0.0024813423,0.0014006238,0.0013105707,0.0017647975,0.0024784107,0.0010691358,0.00088702433,0.0013764086,0.00094893493,0.0014918107,0.0013587894,0.0021312942,0.004052933,0.0027847644,0.0018326213,0.0016828146,0.0022608885,0.0012122266,0.0012630948,0.0027550268,0.0010318517,0.0023707873,0.0007391126,0.0010107572,0.0009936758,0.0030885767,0.0009708387,0.0012934586,0.0019109437,0.0014050022,0.0015624702,0.0015111879,0.0015749183,0.0019231061,0.00084075367,0.001126698,0.0052658655,0.002903206,0.0013377022,0.0035387578,0.0008346148,0.0033122613,0.0009721214,0.0008922905,0.0032595913,0.0023878745,0.002370689,0.002005969,0.0016360945,0.0012285033,0.0029300267,0.0025874302,0.0032390538,0.00269724,0.00094028056,0.0020854066,0.0037880782,0.0024871596,0.0014956734,0.00055757107,0.0012965061,0.0015672188,0.0046408237,0.0015484643,0.0030703882,0.0005208091,0.0030134683,0.0021453665,0.0014699072,0.0014630989,0.0028273454,0.0019137296,0.0018108793,0.0027190638,0.001049972,0.002045414,0.0005779029,0.0025286907,0.0030971228,0.003344492,0.002755998,0.001982466,0.0012963873,0.0010293156,0.0039470233,0.0017556171,0.0018723027,0.0013848789,0.0038011132,0.0016490379,0.0040762094
clubs,0.00051947765,0.0011891818,0.0011273919,0.00060714525,0.00080981,0.0034761578,0.0019760304,0.0039570336,0.003406632,0.0022819284,0.0017561646,0.0014553054,0.0012703318,0.0023728078,0.0016341344,0.0013250494,0.0014070676,0.0020268336,0.0029537713,0.0015406195,0.0016303369,0.0023154595,0.0013588935,0.003791159,0.0017737378,0.001778949,0.0017495421,0.0032257736,0.0015525669,0.0012049528,0.0018002472,0.0014114523,0.0035034227,0.0014696805,0.002967647,0.0020121497,0.0046385475,0.0016405849,0.001152233,0.0022900254,0.0032979904,0.0032284032,0.0018381735,0.0025159097,0.0007797352,0.0051434897,0.0019374407,0.0016940717,0.0020607517,0.0014249072,0.0029786811,0.002126353,0.0022650026,0.0007787093,0.001394317,0.0022122837,0.0033402098,0.0011755396,0.0014828055,0.0009845133,0.0018886372,0.003555332,0.0037879713,0.001933684,0.0015128384,0.003366567,0.0018664971,0.0028716694,0.002045147,0.0029686287,0.0011788508,0.0008091057,0.002295732,0.002002472,0.001074406,0.0014194964,0.0025202017,0.0022406112,0.0020893093,0.002903972,0.0014210382,0.0066643488,0.002693623,0.0009961511,0.0013091143,0.0021569268,0.002842054,0.0018811935,0.0017406233,0.0015200297,0.0019005056,0.0010165382,0.00267574,0.0013569874,0.0016827114,0.0030216242,0.0007816702,0.0016382063,0.0011348132,0.0008527269
case,0.0012090924,0.0006023231,0.00063738506,0.00055949774,0.0007250774,0.0019982697,0.0014342163,0.00267785,0.0015847248,0.0014627676,0.0011841289,0.0008368982,0.003410568,0.0014672411,0.0011457392,0.0010122953,0.002842908,0.0020455015,0.0012098787,0.0009977113,0.0022048883,0.0015939554,0.0019375106,0.0009163223,0.0028052295,0.0021805495,0.0010873424,0.0061500203,0.0008940572,0.0038752926,0.0023432313,0.0037971702,0.0010150949,0.0038468805,0.002990646,0.0010458044,0.0013611126,0.0016936865,0.0040580067,0.0018171266,0.00074865215,0.001953738,0.002872206,0.001856621,0.0017936174,0.0049672998,0.001492362,0.0031503798,0.00059849577,0.0003809177,0.004492261,0.0022314293,0.0011548738,0.0011793819,0.0012036267,0.0010716885,0.0020760584,0.0022100622,0.0018365185,0.0013585526,0.0013411777,0.0014521114,0.0037659982,0.0025665252,0.0044189165,0.0014842444,0.0013228811,0.0021929715,0.0028895985,0.0011012185,0.0017108611,0.00083013024,0.0030837336,0.0011272774,0.0017117047,0.0021948502,0.003465201,0.0018944879,0.0028631685,0.003863374,0.00074054505,0.0027095503,0.002453139,0.0012370027,0.002022476,0.0021856476,0.0015076374,0.0016902045,0.0009998998,0.0019518895,0.000749516,0.0018780868,0.0009931516,0.0041656303,0.0022553056,0.0022932482,0.0019104343,0.00094605325,0.0011464497,0.002194606
gathering,0.000867148,0.00078432396,0.00082655577,0.00069217273,0.00057788665,0.0014976545,0.0014455506,0.0019384293,0.0015998788,0.0012019025,0.0017948593,0.0024273784,0.00278335,0.002012265,0.0017530357,0.0013480632,0.007669744,0.003136327,0.0008155525,0.0015451357,0.0013661551,0.0018325425,0.0016322846,0.0061064083,0.0008982124,0.0009203702,0.0049453075,0.00308946,0.0021635843,0.0011108903,0.0015284668,0.0016647147,0.0020887596,0.0020037484,0.0029723532,0.0014972046,0.0016229299,0.0011083217,0.0010809617,0.0026080774,0.0024558036,0.0033884957,0.0019891232,0.0013297418,0.0045009335,0.004845135,0.0018715274,0.0019542987,0.0006387312,0.0024967247,0.0017735442,0.0013164624,0.0028218888,0.0019550025,0.0013354102,0.001493979,0.0012202119,0.004881635,0.0013682452,0.0027206612,0.0024801716,0.002381876,0.0011831558,0.0012605661,0.0013329858,0.0027289595,0.002493567,0.0013134654,0.0015812744,0.0021958293,0.0027139173,0.0011158435,0.0013954195,0.0042674975,0.0014802596,0.0016867458,0.00326903,0.0018195349,0.0016149743,0.0024007873,0.0011474458,0.003123922,0.0017127278,0.0019898268,0.003070827,0.0016786571,0.0015197913,0.0019525503,0.002759541,0.0018459891,0.00157841,0.003628826,0.0032135416,0.0016267577,0.001985566,0.00089819264,0.00065018376,0.0015181182,0.0009785531,0.005121766
billion,0.0027741618,0.0027242687,0.002886095,0.0018272306,0.001443151,0.0016667111,0.0026691747,0.0026818726,0.0010965401,0.0016886,0.003209041,0.0018093163,0.0016063718,0.0006022534,0.0016894568,0.0010572184,0.0014854475,0.00073478796,0.0017631396,0.0007695482,0.0016508326,0.0045929207,0.0011309369,0.0012440521,0.0021487507,0.002847056,0.0077025276,0.0027768959,0.0020117215,0.0009510159,0.0020550338,0.002403644,0.002337015,0.0017935687,0.00082700106,0.003123659,0.0027562259,0.0012687064,0.0015784521,0.00216264,0.0031652863,0.0017505083,0.0033951825,0.0027077505,0.00270279,0.0047981264,0.00240415,0.0038291265,0.0019003919,0.0049015097,0.003999503,0.0017658347,0.0014795533,0.0011314431,0.0016811922,0.0039828024,0.002438843,0.0012230396,0.0018555326,0.0049665887,0.002085228,0.0022255383,0.004219294,0.0026259776,0.0017200013,0.0027201057,0.0024351673,0.0014552728,0.0032561587,0.002830305,0.0010188797,0.0034268727,0.00253706,0.0025398377,0.0010414269,0.0025952864,0.0014907735,0.002968869,0.0010937279,0.0035306688,0.0026558836,0.0032131188,0.00062450924,0.0016610187,0.0017277263,0.0020415257,0.0043443823,0.0016331631,0.0009724994,0.0009732712,0.0023874803,0.0007606614,0.0018750138,0.0014697226,0.0023434025,0.0025631501,0.0020775218,0.002640341,0.0014020427,0.0031639794
limit,0.0013461612,0.00105853,0.0011824766,0.001393482,0.0007630691,0.0024968765,0.00351029,0.0010540918,0.0017992749,0.0017372532,0.0016985281,0.0025664715,0.0019025375,0.0019720774,0.002725455,0.0037170253,0.0014390805,0.0015561776,0.003934606,0.002204385,0.0014297754,0.001142401,0.0026498793,0.008804386,0.0012564512,0.0007950842,0.0030132101,0.0033117614,0.002862576,0.002458369,0.0010423891,0.0013289922,0.0040250937,0.0017452764,0.0019074912,0.0029376603,0.0023991154,0.0027547786,0.0005460614,0.0010104645,0.0016414665,0.0009403904,0.0026450169,0.0019109308,0.0032134925,0.004763608,0.0016467596,0.0013543967,0.0010380569,0.0019385167,0.0020948513,0.004597436,0.004828387,0.0013866547,0.0030898526,0.004752361,0.0016487925,0.0023502342,0.0015932684,0.00173682,0.005444718,0.0034187976,0.001983199,0.0029336638,0.0012545115,0.00435456,0.0043556527,0.0018753001,0.0018975582,0.0017571166,0.002618122,0.0021382745,0.0010597603,0.001062601,0.0031643745,0.0034366073,0.0019787645,0.0013087438,0.0028837419,0.0018713112,0.00162117,0.00094056467,0.0027557176,0.0038397314,0.0010280721,0.003541595,0.0013493247,0.0016372661,0.00470358,0.0015153642,0.0032239691,0.0018573313,0.0010426205,0.002108164,0.00083834265,0.0019183015,0.0030559378,0.0012249999,0.0024752582,0.0027003076
system,0.0011326008,0.0011425504,0.000676664,0.00081852556,0.0014881424,0.0010037153,0.0035540925,0.0014330863,0.0029754941,0.004981141,0.002678022,0.0025827088,0.0044489573,0.0014539665,0.0045653614,0.0031364735,0.0011718206,0.0034680513,0.0009734409,0.007994196,0.0016827931,0.0013447326,0.0054402896,0.003282723,0.004161433,0.00101227,0.0032941047,0.0019140211,0.0018404556,0.0020243414,0.0017829579,0.0012337411,0.002111892,0.0022704506,0.0012039787,0.0013572086,0.0018835494,0.0023529192,0.0012557864,0.0014863489,0.002114743,0.0024504007,0.0015880275,0.0013404427,0.0007900195,0.0046691066,0.0020066055,0.004428424,0.001760348,0.0023130248,0.0016163107,0.00071903673,0.0010076899,0.0013122964,0.0020386137,0.0017533366,0.0013456092,0.0023584703,0.0012410424,0.0010485717,0.0018823683,0.003373289,0.0018929474,0.0024628986,0.0022989914,0.0013231739,0.0021954891,0.001962836,0.0018280315,0.0028865635,0.0024507856,0.0016939618,0.0036623913,0.0036992691,0.0027252554,0.0027850994,0.0017704978,0.0017362146,0.0015579113,0.0011284406,0.004245013,0.0017091371,0.0023176668,0.0015999329,0.003964916,0.0025381902,0.002515216,0.0025704012,0.0018388751,0.005111742,0.0035940625,0.0014898726,0.0017901245,0.0028252713,0.0022937022,0.0024171902,0.0023789366,0.0039726435,0.0011155927,0.0006284862
remain,0.004360428,0.0032077427,0.004115704,0.0035534918,0.0036819477,0.0008779078,0.0007756959,0.0015763473,0.0011810993,0.001274914,0.0029892398,0.0021051206,0.0023960583,0.00078906445,0.0018463715,0.0023142716,0.0021230124,0.0018808086,0.0014804354,0.002904627,0.0014791333,0.0023537343,0.0019932096,0.0006184254,0.0013962142,0.0042379387,0.0016170777,0.0024064789,0.0032011808,0.0009444571,0.0026294752,0.0019087236,0.0031953314,0.00042121182,0.0023820507,0.0023469892,0.0016539043,0.0028410538,0.0034638082,0.0017171056,0.0027868266,0.0023563216,0.0015445454,0.00161864,0.0010293629,0.004662901,0.0013272493,0.0015074832,0.0034100001,0.0016517786,0.001226042,0.0019052788,0.0016129646,0.0046890588,0.0015496275,0.0008783328,0.002209395,0.0019791236,0.0019478608,0.0007463426,0.0015964112,0.0055954126,0.00091202446,0.0016141707,0.0026173512,0.0012530185,0.0012716083,0.0017927648,0.0018658122,0.0010082076,0.0006792869,0.001701499,0.0037299213,0.0010222532,0.001144799,0.0013000286,0.0019815888,0.0015680752,0.0019191478,0.0011010868,0.0033062606,0.0028270714,0.0009937163,0.0015854326,0.0017788698,0.0030638091,0.0014430085,0.001631885,0.0012996211,0.004785278,0.0033617327,0.0025753183,0.0018194953,0.002715195,0.0011217919,0.0029377695,0.0007811969,0.0028419353,0.0016168584,0.0018285114
operation,0.0015530895,0.0009095883,0.00054419297,0.00090217625,0.00074577925,0.001530878,0.000817879,0.0013778972,0.0011099826,0.002924833,0.0026526637,0.0015782055,0.0025607778,0.0012727177,0.0019223993,0.0027036706,0.0014376428,0.0016817121,0.001777601,0.00070587057,0.00094602624,0.0030235117,0.0015124587,0.0014975801,0.0014441746,0.0016244131,0.002205759,0.00249095,0.002248393,0.0013759754,0.0012414737,0.000938538,0.0020781942,0.0015682685,0.002959527,0.0018925044,0.0014494696,0.00085968454,0.00065118267,0.0020738705,0.0012606925,0.0016347865,0.0036357634,0.0010601742,0.0041522286,0.004437387,0.00095332204,0.0016326844,0.0025128536,0.002878498,0.0013992992,0.0023088285,0.0012498306,0.001458343,0.0038906424,0.0013794092,0.0020763197,0.0018582933,0.0023940469,0.00093065714,0.0034731012,0.0009211185,0.0011504588,0.0026719184,0.0009550409,0.002697566,0.0017250582,0.0015594512,0.0027081494,0.00058609666,0.0022838027,0.001025527,0.0020375417,0.0021280947,0.0015541189,0.0016117434,0.0030513746,0.0025755828,0.009974103,0.0017956385,0.002111923,0.006696934,0.0014564152,0.0015775312,0.0032685723,0.0016490301,0.0029705863,0.00269662,0.0016264932,0.001277667,0.0009956772,0.002147364,0.002106173,0.0031137404,0.0034455312,0.0016045903,0.00090286596,0.0013237603,0.0012788229,0.002509039
announced,0.0047697327,0.0076772897,0.010079581,0.0028213512,0.002423934,0.0014016882,0.001666923,0.0014322747,0.0017168327,0.0026625718,0.002033954,0.0022083635,0.0017726452,0.00062085665,0.00096625823,0.0011324756,0.0025043928,0.0027226068,0.00090962165,0.0026180649,0.0010340217,0.0016556062,0.0011655538,0.0021498974,0.0017724184,0.0005026908,0.0057505374,0.00078512,0.0012659698,0.0021834476,0.0033927455,0.0011181034,0.0029645986,0.0018010958,0.0028956193,0.0021631338,0.0016543258,0.0042126835,0.0019040514,0.0034449054,0.0015927386,0.0020858243,0.0020793753,0.004469553,0.0006783314,0.0018488554,0.0043459237,0.0014491192,0.0011331639,0.0005728437,0.01757454,0.001029755,0.0017616029,0.002891953,0.0011783715,0.0016859933,0.0031415268,0.0009015272,0.0026610517,0.0017660974,0.0012720732,0.002175724,0.0021809023,0.00055096933,0.00074855326,0.0010758485,0.0015067053,0.0023686246,0.0028261598,0.002109839,0.00082523644,0.0013534185,0.0013354063,0.0037287741,0.0014076435,0.0016789149,0.00255056,0.0027356206,0.00085441367,0.0036092799,0.0036447537,0.00082475605,0.0014913642,0.0013720447,0.0017458895,0.0014557746,0.0021039406,0.0039113327,0.002410023,0.002398548,0.0041077896,0.00095979817,0.0021424263,0.0015187146,0.0021056177,0.0015043234,0.0013184719,0.0016788329,0.0024299307,0.0016392844
suspended,0.0029381122,0.0062750294,0.0029412154,0.0028701222,0.0031600946,0.0024964365,0.003747488,0.0026516716,0.001114166,0.0018315682,0.0014260765,0.0033172327,0.00082650996,0.0016298814,0.0029765102,0.00078953156,0.00046995687,0.0007728848,0.0015428273,0.0019978539,0.0015712841,0.0028633503,0.00096068415,0.003827747,0.0010806954,0.003624673,0.0014586694,0.0024318763,0.0016014319,0.001855287,0.0014889666,0.0013423224,0.0009290469,0.0013587178,0.0013308962,0.0010671859,0.0011672785,0.0011915604,0.0030901388,0.0014827539,0.0011177564,0.0011071181,0.0021218897,0.00627002,0.0019493307,0.0017173772,0.0013486398,0.0015169003,0.0028952162,0.0018826379,0.0071737505,0.0014960918,0.0011403254,0.0024643806,0.004009337,0.001411507,0.0012283508,0.0024654735,0.0013985385,0.003235821,0.004060745,0.0015644344,0.00044711056,0.00087753223,0.0010593962,0.0012268627,0.003249305,0.0010431533,0.0005054652,0.0011359026,0.0029135898,0.0011317203,0.00077629776,0.0017398688,0.0012021243,0.0011475292,0.0015825103,0.0028539074,0.0025089472,0.0013394095,0.00087726203,0.00067547045,0.0017483344,0.002244974,0.0015145423,0.001970079,0.0016344992,0.0033294237,0.0024479735,0.0019322392,0.0015127449,0.0016847072,0.00072680187,0.0010591858,0.0013365037,0.0012825638,0.00044397198,0.0003542081,0.0008849995,0.0008592693
province,0.0015434272,0.0018913382,0.0022767037,0.0013323253,0.001510638,0.0017859334,0.0017265177,0.00080091576,0.0032888635,0.0020813844,0.002072865,0.0024571982,0.0022185796,0.002008742,0.0005780248,0.0013390922,0.0033599853,0.0013367707,0.004965338,0.0026475564,0.0015103488,0.0030536458,0.0005979422,0.0011646094,0.0013724301,0.0015713436,0.0016778972,0.0012846699,0.002469328,0.0019255939,0.0018605744,0.0015412485,0.0014572082,0.0012547156,0.0018464079,0.0030522635,0.000985325,0.0014694466,0.0025031096,0.0016901789,0.002014635,0.0043883137,0.0040870877,0.0015320816,0.0013603205,0.0018636921,0.001896844,0.0017377468,0.0021648074,0.0012064101,0.005622876,0.0037395048,0.0010161443,0.0029974596,0.00050498854,0.0024869232,0.0016900022,0.0018135961,0.0028481374,0.0010452876,0.0043325196,0.0017055762,0.0011276276,0.0015524162,0.0027269279,0.0013025156,0.0015166848,0.0022812893,0.0019572047,0.0032231384,0.0019326567,0.001230447,0.002246844,0.00085238577,0.0014656757,0.0017951952,0.0019189307,0.0018180156,0.0011048504,0.00077134214,0.00211552,0.0019198332,0.002387394,0.00090290117,0.0010255146,0.0023772602,0.0014222322,0.0026488714,0.0024174186,0.0027622385,0.0022627923,0.0038985484,0.0021269869,0.0029719183,0.0033669472,0.0018462107,0.0027778295,0.004374622,0.002450081,0.0019300323
package,0.002320874,0.0029287606,0.0043631317,0.002506225,0.0012583707,0.0011317263,0.0019391696,0.002573382,0.0039347066,0.00077717646,0.0013726891,0.001016337,0.0038407152,0.0033363549,0.0012510323,0.0014501744,0.0006432333,0.0024407117,0.0021780708,0.0021337657,0.001446464,0.0013824104,0.0010799341,0.001837542,0.001339283,0.0031466181,0.0015313252,0.0048034056,0.0019726504,0.0017204268,0.0012832381,0.0058597154,0.0025111786,0.00067050284,0.003730907,0.0018862057,0.0009353659,0.0021632996,0.0025143619,0.0020516021,0.002159921,0.0011541657,0.004354211,0.0048978818,0.0012854299,0.0009444056,0.002457762,0.0012548028,0.0015747622,0.00092544866,0.0052695093,0.002646407,0.0019502483,0.0014950571,0.0012373658,0.002659971,0.0014073345,0.001918612,0.0018559701,0.0010736997,0.0016844232,0.0017449113,0.00048918725,0.0029151773,0.002307599,0.0013409943,0.0032276185,0.0022187114,0.0009547708,0.0005070331,0.0012203996,0.001540569,0.0011064898,0.0020108526,0.0018315653,0.0020301635,0.0020666185,0.0027589384,0.00077635865,0.002815565,0.0029507997,0.002996844,0.0012165491,0.0015655183,0.0022293022,0.0035239689,0.0027745315,0.002206716,0.0011599567,0.0029535245,0.0011913349,0.0017965432,0.0018678764,0.0021395038,0.003025431,0.0020737236,0.002132929,0.0009177805,0.0011918673,0.0017894653
hospital,0.0023356935,0.00258161,0.0016004005,0.0025465288,0.0017989207,0.002476605,0.0022344154,0.001094374,0.0023040548,0.0014074788,0.0013851081,0.002922669,0.0016178844,0.00081681414,0.002891523,0.0028477947,0.0023089133,0.0020053755,0.004312609,0.005687895,0.0038794756,0.0021814178,0.0019605928,0.0026282556,0.002141329,0.0015317845,0.004550737,0.0033619418,0.0007361229,0.0037402546,0.0013482498,0.0024498322,0.002145111,0.0017068824,0.0022701873,0.0017592601,0.0016538822,0.0015526534,0.0017758879,0.0016500946,0.00028848293,0.0010928385,0.0005366885,0.0027516126,0.0018230501,0.0016972723,0.0033615397,0.0027854168,0.0029072976,0.0030009798,0.0051051923,0.0013027238,0.002540808,0.001867503,0.0027958397,0.0028496964,0.0016903328,0.0015049325,0.0018579077,0.003917852,0.0025346554,0.002784773,0.0014607013,0.0012801057,0.0020246499,0.0010052134,0.003778519,0.000985402,0.002524319,0.002774383,0.0021762643,0.0011300419,0.00050704257,0.0016820319,0.003626992,0.0031823697,0.0032257885,0.0014851186,0.0010948471,0.0029517382,0.000640411,0.0013252472,0.0006888647,0.0043848734,0.0026358166,0.0012239752,0.0021973823,0.0011465038,0.0013165883,0.0004775082,0.0017096308,0.004824823,0.0010994088,0.0021283017,0.00058840006,0.0015886476,0.004539585,0.0011792511,0.0014619255,0.00216617
